title,imdb_id,release_year_movie,movie_rating,duration_movie,average_star_rating_movie,vote_count_movie,review_text,book_authors,average_rating_book,num_pages_book,ratings_count_book,publication_date_book,publisher_book
Pet Sematary,tt0098084,1989,R,1h 43m,6.5,120000,"A doctor (Dale Midkiff) and his family move to a new home, dangerously close to a busy highway. After the death of the family cat, the doctor&#39;s neighbor lets him in on a secret: there is a sacred Indian burial ground where buried pets come back to life. The obvious question is: does it work on people? Not to say this is a bad film (it&#39;s not), but the thing about this one is that its reputation and cultural impact have overshadowed the film itself. We all know that burying things in the sacred ground will bring them back to life, and that&#39;s without even having to see this film.There is much good to say about this one: an amazing talent in Gage Creed, the little boy. Some nice violence and gore (including an Achilles tendon slice). One of the most painful things I&#39;ve seen on film, when the doctor falls out of bed (I admit I winced a bit).Mike Mayo points out that this is something of a variation on &quot;The Monkey&#39;s Paw&quot;, and we agree it&#39;s a praiseworthy version. He says the film &quot;lasts 30 seconds too long&quot;, and I see his point, but cannot comment on that here. Howard Maxford is considerably more critical (as usual -- he is the most negative horror critic I know) and says it is &quot;over-extended&quot; and could have made a good half hour of television.Stephen King has made some good films and some bad ones (how much this is his fault or the fault of the directors is debatable). This falls firmly in the good category. Not among his very best (&quot;Shawshank Redemption&quot; is number one), but still worth a few watches.",Stephen King,3.98,576,257466,11/1/05,Pocket Books
Cujo,tt0085382,1983,R,1h 33m,6.1,53000,"I think of Cujo as &quot;realistic horror&quot; because it is something that could really happen. People really do get killed by rabid dogs...this film just exaggerates the truth a bit. I can&#39;t say I really enjoyed this film as it is not what I look for in horror films. It&#39;s a very good film - well acted, well directed, suspenseful and emotional, but it&#39;s not really &quot;fun&quot; to watch. It starts off with the dog getting infected, and from then on tension is built up slowly as you sense the dog is getting angrier and angrier. Eventually it snaps and starts killing people. The bulk of the film focuses on when Donna and her son are trapped in the broken down car because Cujo attacks whenever they try to leave. You can feel all the desperation, pain and isolation of Donna and her son as they lay trapped inside. It makes you think twice about dogs and certainly what you would do in such a situation. Would you run, attack the dog, or wait until help arrives? This is not a fun, campy or cheesy horror film, so don&#39;t watch if you&#39;re a fan of cheese. It&#39;s for those who want to feel suspense, fear and pain.",Stephen King,3.71,432,197993,6/6/06,Plaza y Janés
Christine,tt0085333,1983,R,1h 50m,6.8,97000,"John Carpenter adapts Stephen King&#39;s novel with skillful precision. A high school kid becomes obsessive in his feelings for a very strange car he has bought. The car is given the name Christine and repays her owner&#39;s adoration by &quot;taking care of&quot; his enemies.It is fun watching Keith Gordon, owner of Christine, go from wimp to self proclaimed stud. Also in the cast are: John Stockwell, Alexandra Paul, Harry Dean Stanton and David Spielberg.It is super cool watching Christine repair her damaged parts. This is an underrated movie that deserves a repeat viewing.",Stephen King/Marie Milpois,3.77,411,178403,6/13/01,LGF
Red Dragon,tt0289765,2002,R,2h 4m,7.2,302000,"Red Dragon is based on the novel of the same name written by Thomas Harris and is directed by Brett Ratner and written by Ted Tally. It stars Edward Norton, Anthony Hopkins, Ralph Fiennes, Emily Watson, Harvey Keitel, Mary-Louise Parker &amp; Phillip Seymour Hoffman. Dante Spinotti is on cinematography and Danny Elfman scores the music.Red Dragon is a prequel to the hugely successful Silence of the Lambs. The story had already been filmed as Manhunter in 1986 directed by Michael Mann. The signs weren&#39;t particularly good for Red Dragon. The previous year had seen Ridley Scott tackle Silence Of The Lambs follow up, Hannibal, with tepid results. While at the helm here was the director of such fodder as Rush Hour 1&amp;2, and of course Mann&#39;s take on the story is viewed as a grainy and skin itching cult classic. Nice to report then that even tho it&#39;s hardly in the same class as &quot;Lambs,&quot; it&#39;s a willing entertainer that genuinely manages to unease.Firstly one has to get past the Hannibal Lecter factor to fully enjoy (and dampen expectations) the movie on its own terms. Lecter (Hopkins enjoying himself but going thru the motions) is a secondary character. Important? Yes! But still secondary to Norton&#39;s troubled but gifted FBI agent Will Graham and Fiennes bonkers serial killer Francis Dolarhyde (AKA:The Tooth Fairy). Red Dragon is first and foremost a ripping good old detective story, with Ratner and Tally wisely using the bits that made Harris&#39; novel such a page turning success. They have added their own bits of course {the pre-credit sequence involving Lecter &amp; Graham sets things up perfectly}, but ultimately it&#39;s a loyal enough telling of a gripping and goose flesh inducing story.The makers have wisely filled the film out with quality performers. Norton underplays Graham nicely, a character unable to stay away from the job that threatens his family, he becomes an easy guy to root for as things start to get troubling. Fiennes too doesn&#39;t go over the top, in great physical shape and with piercing blue eyes, he exudes menace without resorting to being a cackling caricature. Hoffman was a shoe in for a weasel reporter since he does it so well, while Keitel, tho not having to stretch himself, offers up a stoic turn as Jack Crawford. But the main performance, and sadly unheralded, comes from Emily Watson as the blind Reba. With Reba acting as both a romantic and redemptive foil to Dolarhyde&#39;s split-personality, Watson gets the tough gig, and comes up trumps with an affecting turn featuring the right amounts of spunk, sadness and needy tenderness.It&#39;s a bit too polished to be a nerve shredder, with Ratner unable to give the film an atmospheric feel befitting the darkness at its core. But it does deliver on the promise of not only that opening segment, but also on Harris&#39; fine procedural narrative. 7/10",Thomas  Harris,4.04,348,236028,5/22/00,Dutton
Hannibal,tt0212985,2001,R,2h 11m,6.8,304000,"For the most part, I enjoyed this film. I was engaged throughout and that&#39;s what you want from a film. However, I found myself frustrated with some of the nonsensical choices of the characters. Hopkins was as brilliant as ever. This Hannibal was a lot more ruthless but just as cunning, perceptive and observant. I really like Julian Moore as an actress but I&#39;m just not sure she was right for this role as a shoe-in for the character of Clarice. I don&#39;t know if it was because I was comparing her to Jodie Foster&#39;s Clarice, but it just felt like two completely different characters. She wasn&#39;t as intellectual, sharp or astute as the original Clarice. She felt a lot more vulnerable than the original Clarice. And she made some questionable decisions throughout the film to say the least. Lastly, WHAT happened to the southern twang in her accent, yes your accent can change over the ten years that passed but there wasn&#39;t even a trace of it!This film overall was an interesting, further insight into Hannibal&#39;s character and also the relationship between Hannibal and Clarice, and his matured fondness for her. Overall, this film is definitely worth watching with some memorable scenes, but just don&#39;t go into it expecting it to be Silence of the lambs part 2.",Thomas  Harris,3.76,564,71712,5/18/00,Arrow
Harry Potter and the Sorcerer's Stone,tt0241527,2001,PG,2h 32m,7.7,903000,"Having read the first few Harry Potter books before 2001 and hearing about the hype for the first movie, I was excited. I heard there was going to be an all-British cast (which makes sense, right?) and we&#39;d get to see a live version of one of the defining novels of our generation. From what I remember I went with my family and a family friend to see the movie the day after Christmas and was pleasantly amazed. After the movie was over, I watched the credits and discovered some familiar names (the late Alan Rickman, Sister Act&#39;s Maggie Smith, James Bond 007&#39;s Robbie Coltrane, and Star Wars&#39; Warwick Davis); others not so familiar (the kids, some of whom had their debut). But it was a good movie and was a party of colors and sights for all to see. This is easily my favorite of all the Harry Potter films. The catalyst of the movie series!",J.K. Rowling/Mary GrandPré,4.47,424,147,11/12/99,Thorndike Press Large Print
Harry Potter and the Goblet of Fire,tt0330373,2005,PG-13,2h 37m,7.7,716000,"It&#39;s unfortunate that so much of the book needed to be cut for time and the movie is still nearly 2 1/2 hours long. The rule of movie editing is when you must trim for time you remove the sub-plots. A lot of story and character development isn&#39;t there.But what is there is a great visual treat. If the movie leaves you with questions just read the book or get the audio version on CD. It would have taken a minimum of another half hour to flesh the movie out and that simply wasn&#39;t going to be done by a studio whose primary target is a younger audience. (Note how no studio wants to release an animated film longer than 90 minutes for this reason.) Perhaps Alphonso Curon would have done a better job of cohesion but there really isn&#39;t much more that could have been done in the time and the script would have been essentially the same. This movie begs for an extended Lord of the Rings type DVD, another 30 to 60 minutes to give you what was left out for theatrical release.See it and spend the bucks to see it on the big screen.",J.K. Rowling,4.56,636,18754,7/8/00,Bloomsbury
Harry Potter and the Chamber of Secrets,tt0295297,2002,PG,2h 41m,7.4,728000,"I really liked the first movie, and I think I like this one more. It&#39;s certainly both darker and funnier than the first. This time though, Ron gets the most laughs(&quot;OK can we panic now?&quot;). Here we get introduced to new characters, the standout being Kenneth Branagh, a Shakespeare veteran, who stole every scene as Gildaroy Lockhart. I loved it when he said &quot;It&#39;s filthy down here,&quot; the whole cinema were in hysterics at that. Jason Isaacs was menacing too, and Dobby was hilarious with his constant head-banging. Daniel Radcliffe is audibly older here and it does work at its advantage. I thought 23 year old Christian Coulson as Riddle was very good indeed, though Riddle was much scarier in the book. Other scenes of comic relief were provided by Ron&#39;s parents, played respectably by Julie Walters and Mark Williams. However, there were still some frightening scenes, and the plot at times seemed to be convoluted. Richard Harris was surprisingly good, considering he was ailing quite visibly, and some months later he sadly died. This movie is fairly faithful to the source material, and manages to have a bit of humour too. All in all, a dark and funny movie. 8/10 Bethany Cox",J.K. Rowling,4.42,352,6333,11/1/03,Scholastic
Twilight,tt1099212,2008,PG-13,2h 2m,5.3,506000,"That was my interpretation of this weekend that I had to endure working at my movie theater, all these little hormone crazed brace wearing under developed young girls who I think would&#39;ve just about died with the anticipation of seeing Twilight, I&#39;m not kidding, I personally witnessed a twelve year old say that she wanted to have Robert Pattinson&#39;s baby. OK, so how I saw the movie, my sister, ironically my older sister has been just raving about the Twilight series with her friends and told me that I have to read these books, after weeks of bugging me with it, I finally broke down and read them. Actually it&#39;s kind of a fun series, it reminded me of the same love that I had for the TV series Buffy the vampire Slayer when I was a young teen. But of course she has to take me to the midnight premiere with 100,000 crazed fans who were knocking each other down and crawling all over each other just to see a movie.Bella Swan has always been a little bit different, never caring about fitting in with the trendy girls at her Phoenix high school. When her mother remarries and sends Bella to live with her father in the rainy little town of Forks, Washington, she doesn&#39;t expect much of anything to change. Then she meets the mysterious and beautiful Edward Cullen. Intelligent and witty, he sees straight into her soul. Soon, Bella and Edward are swept up in a passionate and decidedly unorthodox romance. Edward can run faster than a mountain lion, he can stop a moving car with his bare hands - and he hasn&#39;t aged since 1918. Like all vampires, he&#39;s immortal. But he doesn&#39;t have fangs, and he doesn&#39;t drink human blood.So, my opinion about Twilight the movie... honestly, it&#39;s average, it&#39;s my junior high romance with a vampire. I hate, beyond hate to say this, I&#39;m a hypocrite for saying this, but because I read the book before I saw the movie, I had this completely different interpretation of what the characters look like and how they say certain lines. Twilight the movie made me laugh more than anything simply because of the actors, Robert and Kristen are not bad actors, but the way they talked, I just couldn&#39;t take their &quot;love&quot; seriously. Peter Facinelli who played Carlisle Cullen, Edward&#39;s father, was exactly how I pictured and pulled in the best performance of the film. Is it worth the watch, absolutely if you&#39;re a fan of the books, otherwise, I would say if you just wanna see this movie, I recommend the matinée price because honestly, I think I may have lost my hearing after this weekend of the none stop screams from crazed teens.5/10",Stephenie Meyer,3.59,501,4597666,9/6/06,Little  Brown and Company
Into the Wild,tt0758758,2007,R,2h 28m,8.0,679000,"Sean Penn&#39;s new movie Into the Wild arrives on the wave of a well-regarded novel about a college graduate who decides that the anger and violence in civilized society is too much to handle and commences a journey through nature in order to truly live life as it was meant to be. This film is a wonderful glimpse into the life of a kid, wise beyond his years, and the bonds that he creates with people along the way. A victim of excess in wealth and a shortage of love, Christopher McCandless hid inside his mind behind knowledge and philosophy, building up his intellectual strength, as well as the physical, in order to complete his trek, ultimately leading him to Alaska. Penn never falls into the trap of showing too much heartbreak on the side of McCandless&#39;s parents, because he doesn&#39;t want the audience to second-guess the decision he made. There is no debate to be had here, our protagonist has no alternative but to get out and live off the land. Only being completely self-sufficient can he grasp a meaning for his life and one day perhaps go back with that knowledge fully learned.Emile Hirsch is absolutely brilliant with his good-natured attitude and affable charm. His character believes that human contact is not necessary for happiness and never seeks out relationships. However, his character is so likable that they find him and latch on, not to change his mind, but to experience his level of being and hopefully learn something from him and help enlarge his vocabulary on life. The people he meets help him to fully grasp the decision of life in the wild and be able to survive it. Never coming off condescendingly to those he crosses paths with, Hirsch always holds a smile on his face. One scene, where he meets up with a couple of people from Europe, proves how contagious a clear outlook on life without the troubles of societal restraints can be. These three kids have a blast, if only for a few minuteswith Hirsch being chased by the police for rafting with no licenseand it makes one wonder if maybe we all should take a journey into nature and feel the freedom and full warmth of heart that a lack of stress to succeed in the business world can give.All the supporting players are magnificent at helping show the side to McCandless that Penn needs on display to succeed. Hal Holbrook, Brian Dierker, and Catherine Keener are by far the best of these side characters with Vince Vaughn and Kirsten Stewart adding some charm too. Dierker, Keener, and Stewart play hippie, flower-child type roles and allow Hirsch to show off how modest and unselfish he is. This is the family he deserved to have from birth and he is the son they wished their lives had earned them. At their best, all four together give some of the most emotionally charged moments in the film. Holbrook, on-the-other-hand, helps give insight into the philosophy that Hirsch needs to live with in order to survive the loneliness, looking him in the face, to come in Alaska. It is truly fascinating to see how every person adds something to his overall experience and to the tools he needs.Hirsch deserves a lot of credit because he truly outshines the film itself with his dedication and sacrifice to the role. The length of time needed to allow him the ability to lose the weight necessary for a main plot point in the movie is crazy. If the time wasn&#39;t that long and Hirsch did it all rapidly, I&#39;m even more impressed. With all that, there are many instances free of dialogue that he needs to carry with body language and actions alone. True, much of this is enhanced by a wonderful soundtrack from Eddie Vedder, but evenso it is a remarkable performance. Kudos to Sean Penn for a gorgeous filming job also. He captures the countryside with grace, while infusing many moments of visual style by slow-motioning glimpses, knowing when to show the family left behind, utilizing informative and essential voice-over, and even breaking the fourth wall. When Hirsch first looks into the camera, at the audience, it does not seem unnatural in the slightest, but instead an amazing link for the viewers to take a look into his soul like those that crossed his path have. McCandless is so pure that it almost feels like glimpsing the calm protectiveness of God.",Jon Krakauer,3.98,207,800349,1/20/97,Anchor Books
Life of Pi,tt0454876,2012,PG,2h 7m,7.9,684000,"It&#39;s a shame that I didn&#39;t see this at the cinema, I can only imagine what a treat for the senses this was on the big screen. A visual masterpiece, and an intoxicating story of belief and friendship.You must give so much credit to the team that produced this, not a book I would have thought easy to adapt, as it is so vague, the realisation is of course breathtaking, I absolutely loved it.I&#39;ve read comments about those that wanted action and dramatic scenes, this film isn&#39;t about the destination, it&#39;s about the journey.Breathtaking, 9/10.",Yann Martel,3.91,401,4318,5/3/04,Mariner Books / Harvest Books
Fear and Loathing in Las Vegas,tt0120669,1998,R,1h 58m,7.5,310000,"Where to even start with this? What starts as a fun drug-fueled comedy slowly turns into a claustrophobic nightmare of grotesque imagery and sensory overload. I&#39;ve never done any hallucinogetic drugs, but I imagine that after a while, the rush Would become a nightmare. This is an ugly movie. It&#39;s hard to watch. It&#39;s extremely uncfomfortable. And that&#39;s the point.Terry Gilliam said in his own words: &quot;I want it to be seen as one of the great movies of all time, and one of the most hated movies of all time.&quot; Judging by the critics&#39; reactions, he succeded.
The film has an almost perfectly split 50 percent on Rotten Tomatoes, and many critics, including Roger Ebert, were completely appalled by it, and honestly, it&#39;s not hard to see why.But the movie survived. It has stood the test of time. It has risen from the ashes to become stronger than ever before. It is a paradox. A joyful nightmare. A horrifying treat.
This film was too weird to live, yet too rare too die.",Hunter S. Thompson/Ralph Steadman,4.08,230,3472,4/4/05,Harper Perennial
About a Boy,tt0276751,2002,PG-13,1h 41m,7.1,196000,"just finished watching this fine fine movie and am still trying to digest it. well...i must say this coming of age ( Hugh&#39;s character too )movie made me feel so content after i finished viewing it. i&#39;ve forgotten how good Hugh grant is in melodramatic comedies and all in all i think the British are the best at these types of comedies. the movie has a decent rating of 7.1 and i would personally give it a 7.5. this is possibly one of Hugh&#39;s best efforts and he seemed to have a lot of fun doing it.as an American i can&#39;t understand how our shallow idiotic unintelligent comedies fare so much better then a gem like this. i guess most audiences were like the ones in the school audience during the music talent show. Marcus did the song &quot; killing me softly &quot; because it was one of his mums favorites and even though the audience was banal and cruel he still had the gumption and heart to get up there an perform for his mom. life isn&#39;t about trying to fit in and be with the cool crowd, there&#39;s so much more important things in life then that and Marcus was mature enough to understand that, with help from Will of course. well, i won&#39;t give anything else away about this movie, but if you&#39;re looking for a intelligent, heartwarming, tender, sad and funny movie, this is it. i would recommend this movie to just about anybody over the age of 10. this is one of those hidden little gems that has also a very strong positive message about what is right and what is wrong. there was not one dull moment in this movie and i think i must&#39;ve chuckle or guffawed about 50 times during the duration of this movie and it&#39;s not a long movie.if you like intelligent tender heartwarming comedic movies where all the actors and actresses were in top form...then you have to watch this movie. one of my favorite comedies all-time.",Nick Hornby,3.8,278,825,4/4/02,Penguin
Never Let Me Go,tt1334260,2010,R,1h 43m,7.1,157000,"I had read the book and loved it. But this movie isn&#39;t for just anyone. I went to the sneak preview last night and there are always people who go to ANY movie because it&#39;s free -- those people hated this movie. My rant is it is their responsibility to do a little homework about a movie -- don&#39;t just go because it&#39;s free! That said...what a beautiful film. The visuals are something you will remember, the acting is superb, the cast (the kids as the young students and the older kids), the horror of &quot;the secret&quot; and then the unveiling of the reason for &quot;hope&quot; they cling to. One of the best reasons to see this movie is that you will need to think about topics you have not ever grappled with before. Your memories and opinions of this movie should be haunting and unforgettable. It is not a happily-ever-after film and is quiet, slow, and deep. The music is wonderful. Think of this as a foreign film and go with that in mind.",Kazuo Ishiguro,3.82,288,380646,8/31/10,Vintage Books
The Music of Chance,tt0107623,1993,R,1h 38m,7.0,2700,"A favorite from the actual 90&#39;s this film and the book by the amazing Paul Auster it&#39;s based on is still a mind bending thriller. You can see how it&#39;s influenced filmmakers like Charlie Kaufman and others, and deserves a wider audience. Give it a chance, lol, it will stay with you in that rare way wildly imaginative films do.",Paul Auster,3.9,217,361,12/1/91,Penguin Books
Don Quixote,tt3954876,2015,Not Rated,1h 23m,5.3,501,"I enjoyed this romp through Don Quixote&#39;s world.
Have seen most of the movies based on Cervantes book, and this is a pretty good take.
I enjoyed the versions starring Peter O&#39;Toole and John Lithgow and this one is also gives a good overview of the story.
I say watch all the movies you can about Don Quixote, but read the book.",Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,940,4956,4/26/05,Ecco
Dreamcatcher,tt0285531,2003,R,2h 14m,5.5,98000,"Man, where does Stephen King comes up with this things? Again, we have the childhood friends we think we know from &quot;Stand by me&quot; only this time they&#39;re older, have weird powers and face some really nasty creatures. I just come from watching it for the first time and i just wanted to say: What a weird movie!! I&#39;ve seen some really weird movies, but this one... It&#39;s sort of a mixture of horror, sci-fi, comedy... At some point you don&#39;t know whether to be disgusted or to laugh! The special efects are great, and so is the music (&quot;On blue bayou...&quot;}. It may not be a great movie, but it&#39;s great entertainment. And it&#39;s sooooooo insane!!!! I liked it. Go see it.     7/10",Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,688,136312,3/1/02,Albin Michel
The Other Boleyn Girl,tt0467200,2008,PG-13,1h 55m,6.7,123000,"If you want a good movie about Henry VIII and Anne Bolyen, rent Anne of the Thousand Days. That was a film that used history to tell a story about real people who had a love to change a nation. In this version of the eponymous Phillipa Gregory novel, historical inaccuracies abound. Approximately fifteen years are compressed into two hours with no indication time has gone by except for various babies. None of the characters ever change or grow any older. The characters in this movie are completely one-sided. Anne is ambitious. Henry is a womanizer. Mary is simple. No one has any complexities. The sisterly rivalry plays out like an underdeveloped soap opera. On the other hand, the film is engaging and the costumes lovely. Same with the gorgeous palace settings. Eye candy it is. Truthful or realistic it isn&#39;t.",Philippa Gregory,4.06,664,3111,11/9/04,Atria Books
Madame Bovary,tt2334733,2014,R,1h 58m,5.7,9100,"First, the short summary at the top of the IMDb page COMPLETELY MISREPRESENTS the plot of the movie and novel. Madame Bovary is not simply cheating on her husband to advance her social status.Her affairs are part of a much more profound struggle for transcendence from the ordinary life in which she feels trapped. That&#39;s why the novel is a classic of modern literature. The way IMDb puts it makes it sound like a cheap Lifetime movie.Second, Mia Wasikowska is a fine actress but I&#39;ve always imagined Madame Bovary as a much more sensual woman.Third, I think Ezra Miller was terribly miscast as Leon Dupuis. Not to disparage his acting, but he&#39;s far too young and effeminate to be an object of desire for Emma Bovary.While the film was beautifully shot, it otherwise doesn&#39;t quite do justice to Flaubert. Perhaps my expectations were too high.",Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,327,3620,12/31/02,Penguin Classics
Macbeth,tt2884018,2015,R,1h 53m,6.6,61000,"Was actually really looking forward to seeing this 2015 film version of &#39;Macbeth&#39;. The play is one of Shakespeare&#39;s best, most famous and most quotable and has leant itself to film, with Roman Polanski, Orson Welles and Akira Kurosawa all giving it splendid treatment. The cast is a talented one, having often admired Michael Fassbender, Marion Cottilard and David Thewlis and ever since seeing him in &#39;The Borgias&#39; Sean Harris struck me as one to watch.Not to mention the great reviews. Was a little worried though too, seeing that it was directed by Justin Kurzel who directed the big misfire and huge waste of potential that was &#39;Assassins Creed&#39;. Luckily, this &#39;Macbeth&#39; lived up to expectations on the whole if not exceeding them. It is not the definitive version of the play, either on film or filmed production, and did have room for improvement, but for all its flaws the film on the whole surprisingly impressed me.This &#39;Macbeth&#39; isn&#39;t perfect. It is agreed not always easy to understand the dialogue, which didn&#39;t need to be as hushed or as muttered. While the film a vast majority of the time looked absolutely great, there is a gratuitous overuse of slow-motion.Especially in the first 10 minutes or so, which were more sluggish than arresting. There are cuts and some of the omissions do affect the drama where the storytelling becomes less coherent.For all those drawbacks, there are a lot of positives with this &#39;Macbeth&#39;. Other than the slow motion, it is quite an amazing looking film, with hugely atmospheric and grandiose visuals (from the suitably myterious fog early on right up to the boldly bloodthirsty climax). The photography to me was some of the best of that year, especially in the act and those locations are hugely effective in their atmosphere, uncompromising but also oddly beautiful and dark without taking it to extremes. The music is still haunting and Kurzel&#39;s direction is bolder and less muddled than it was in &#39;Assassins Creed&#39; from the following year.Moreover, although it would have been nice if it was more consistently intelligible, Shakespeare&#39;s text is still powerful and hard to forget. The story takes time to get going but does get more compelling and remarkably ambitious, at its most emotionally investable from the point where Macduff learning of his family&#39;s murder (which has always been a very moving part of the plot) up to the end. The action is both exciting and ferociously harrowing, pulling no punches without being too unnecessarily over the top (seeing as &#39;Macbeth&#39; is already a dramatically brutal play).Some interesting changes here. Really did like that the witches weren&#39;t portrayed in a way that was too reliant on witch cliches, and were spooky underneath their deceptive exteriors. Lady Macbeth is still an effective and steely manipulator but it was interesting to see a more conflicted side to her (very different as it is not what the play indicates) rather than her being completely villainous. This is not going to work for some, but to me it was interesting. The performances were on the whole great from all, Fassbender is searingly fierce in the title role without being too brutish and Cotillard contrasts with him effectively as a steely and imperious Lady Macbeth. Paddy Considine&#39;s Banquo is suitably noble and Harris proved in &#39;The Borgias&#39; that he could do creepy but also tortured, and he is very moving here as Macduff. It is somewhat sad that Duncan&#39;s role in the play is not bigger because Thewlis, while perhaps a touch young, commands the part extremely well.In conclusion, intriguing and well done but there are better versions of &#39;Macbeth&#39; around. 7/10",William Shakespeare,3.9,249,592315,7/1/13,Simon  Schuster
Death on the Nile,tt0077413,1978,PG,2h 20m,7.3,42000,"This movie was the first and best of Peter Ustinov&#39;s performances as Hercule Poirot.  Though physically not very accurate to Agatha Christie&#39;s description of the little Belgian detective, for this one movie everything worked and the discrepancy was not a problem.  The film is well-paced, with all the plot turns and clues coming with perfect timing, not too fast to be confusing, but not too slow to strain the rather flimsy fabric of the story. The whole cast is very good, especially Bette Davis as a malevolent old spider of a woman, gleefully tormenting her long-suffering companion, Maggie Smith. The scene where she smiles indulgently at a group of Egyptian children waving at her on the river bank, only to sink into mortified disgust as they turn around and moon her, is a highlight of the movie.  The climax of the film is quite surprising, and unlike many mysteries, does not cheat the viewer by withholding vital information until the last moment.  We feel the pleasure of being honestly fooled throughout, and the conclusion is thoroughly satisfying.",Agatha Christie,4.1,351,674,3/30/07,Black Dog & Leventhal Publishers
Evil Under the Sun,tt0083908,1982,PG,1h 57m,7.0,22000,"Peter Ustinov recreates the role of Poirot, following the wonderful Death On The Nile.   This is not the story as Agatha Christie wrote it, but here we have a rare example of the movie being better than the book.  In fact it would be more accurate to say that here we have a murder mystery based on an idea by Miss Christie.  We are presented with is a cast of characters, a murder victim, and just about everyone has a motive. Poirot of course, deduces who did it.  The sun in question, under which this evil takes place, shines down on a privately owned island in the Mediterranean, giving us a warm and exotic location.There isn&#39;t one bad performance among the cast, several of whom have appeared before in at least one other Poirot story.  Maggie Smith and Jane Birkin in Evil Under The Sun;  Dennis Quilley and Colin Blakely in Murder On The Orient Express.   Diana Rigg and Maggie Smith almost steal the show as two women who smile sweetly at each other as they spit venom!  But every bit as good are Blakely, Quilley, Mason, McDowall and the rest.  And while all this is going on, the soundtrack is solid gold Cole Porter, which has been orchestrated perfectly to fit the story.This movie is pure fun.  Make yourself comfortable, suspend disbelief and allow yourself to be transported to another era and location for a couple of hours of enjoyment.",Agatha Christie,3.97,220,36334,9/1/06,Black Dog & Leventhal Publishers
Dead Man's Folly,tt0090914,1986,Not Rated,1h 30m,6.3,2400,"I haven&#39;t read the book Dead Man&#39;s Folly, and this TV movie is the only one of the 6 movies Peter Ustinov did as Poirot, where that is the case. Now Dead Man&#39;s Folly I found to be very entertaining, with very good performances and a fine denouncement. However the script was weak and underdeveloped in places, the music didn&#39;t really stand out unlike Death On the Nile(the music was absolutely superb in that movie) and I found the overall film to be a tad too broad. I don&#39;t think it is as good as Death on the Nile or Evil Under the Sun, which are the best of the Ustinov outings. On a positive note, for a TV movie, it looks beautiful, with wonderful period detail, pleasant scenery and very nice photography. And the clothes were lovely to look at too. The denouncement is very unexpected and cleverly done, and I wouldn&#39;t have guessed it in a million years. But what makes the film so enjoyable is the cast. While I still consider David Suchet to be the definitive Poirot, Peter Ustinov was still a joy to behold and is clearly enjoying himself. Jean Stapleton positively brings life to the proceedings as Ariadne Oliver. Both Kenneth Cranham and Tim Piggott-Smith give good performances, if playing it safe. Jonathan Cecil is very entertaining as Hastings and Nicollette Sheridan is lovely as Hattie. But other than Ustinov the standout was indeed Constance Cummings as Amy, a truly delightful performance. All in all, while not the best of the Ustinov Poirot outings, it is a glossy and entertaining one, and actually one of the better ones. 7.5/10 Bethany Cox",Agatha Christie/David Suchet,3.79,6,12256,9/8/06,BBC Audiobooks
And Then There Were None,tt0037515,1945,Approved,1h 37m,7.4,18000,"This is a dramatization of the consummate Agatha Christie book, the benchmark for the whodunit.  Each of the characters is nicely portrayed by accomplished actors.  The pacing, the subdued dialogue, all make this film work, even though it was felt necessary to doctor the plot and rename characters (this I will never understand).  I won&#39;t criticize because I&#39;ve never felt that we should compare movies to books--they are different media--unless the plot is badly compromised.  This one is not.  I remember being really pleased as a young viewer that Christie is able to bring all issues to a resolution in a believable and realistic way--no hidden doors--no strange interventions.  She is able to do this even in her lesser books.  Sometimes it is preferable to not be open ended, leaving unfinished details.  I relish this author and the movies and movie portrayals of her books.I also need to mention the music.  The score is so carefully tuned to the actions of the characters.  The black and white photography lends itself well to the oppressiveness of the setting where the characters find themselves.  You definitely should see this film.",Agatha Christie,4.26,264,625767,5/3/04,St. Martin's Press
