imdb_id,movie_title,average_star_rating_movie,release_year_movie,vote_count_movie,duration_movie,movie_rating,review_text
tt3859076,129. Truth,6.8,2015,22000.0,2h 5m,R,"Powerful non-fiction drama about the modern-age tactic of tearing apart someone else&#39;s news story for fear of its validity--or rather, finding a vulnerable link in that story and attacking it, dissecting it in the public eye, until nobody remembers anymore what the point of the actual story was supposed to be, only that a flaw was found and therefore it&#39;s a crock. Cate Blanchett is excellent as &quot;60 Minutes&quot; producer Mary Mapes who, just prior to the 2004 presidential election, thought she found a tasty piece for the television news program on CBS: questioning whether President George W. Bush received preferential treatment during his time in the military. With hard evidence in the form of letters and documents that Bush did skate by (going AWOL for one year), Mapes and her team beat a five-day clock to produce the story news-anchor Dan Rather (Robert Redford) reported on the air. All appears to be fine after the segment airs, but when pro-Bush camps go after the accuracy of the documents--perhaps smelling a liberal bias--Rather, Mapes and her crew are all called on the carpet by nervous network executives. An investigation of journalism, of television news and its ethics, of politics in the business of TV news and the internal workings of breaking a story about a story all come to the fore here, in generally grand fashion. Redford, initially, seems a curious choice for Rather; he looks nothing like the legendary television personality, though he does have Rather&#39;s cadence down and you come to believe in the performance. Blanchett and her support, Dennis Quaid, Topher Grace and Elisabeth Moss, are all terrific. Director James Vanderbilt, who also co-produced and adapted Mapes&#39; book, &quot;Truth and Duty: The Press, the President and the Privilege of Power&quot;, does fluid, engrossing work. While the theatrical film faded fast at the box office, it plays very strongly on cable or home video. This might have been the perfect HBO event movie, the intimate medium of television a better fit for the material. *** from ****"
tt1605777,130. The Woman in the Fifth,5.3,2011,7300.0,1h 24m,R,"&quot;The Woman in the Fifth&quot; throws us into the middle of the story. Seemingly a perfect way to start, a back-story is implied begging to be told, and future events destined to unfold to eventually come together in an interesting climax and dénouement. But the back-story never was revealed and the plot elements are indiscernible to the average eye.Tom (Ethan Hawke) is an American writer moving to Paris. His first novel was a moderate success and he is most likely suffering from various creative blocks, probably not helped by the fact that his ex-wife has a restraining order against him, prohibiting him from seeing his daughter. At this point, we are driven into a world of crime – not surprising for a thriller, but we don&#39;t know what crimes yet. Broke and alone, Tom makes a deal with a shady &quot;businessman&quot;, develops an affair with a mysterious worldly woman (Kristin Scott Thomas) and then develops an affair with a sweetly mysterious waitress (Joanna Kulig).For the few crimes that we do know were committed, it&#39;s awfully hard to understand why or by whom. The reality of the film and the imagination (or fantasy) element of the film are most likely impossible to separate. Almost all viewers have come up with different explanations, if they came up with any.It can be interesting watching a jarring film and deduce whatever explanation you like. It can also be disappointing if you don&#39;t come up with any explanation that you like. I&#39;m afraid I fall into the latter group.That being said, it&#39;s nice seeing Ethan Hawke in a lead role in an indie. And speaking French no less (not perfectly, but it fits the role)! The imagery and cinematography chosen for this film were interesting and walked the thin line between thriller and horror, helped along with a slightly off-beat score. &quot;The Woman in the Fifth&quot; is off- beat, if it&#39;s anything at all."
tt3741834,131. Lion,8.0,2016,259000.0,1h 58m,PG-13,"Do you know the feeling you get when you go into a film with no expectations at all or thinking it might be decent, and the film turns out to not only be good, but blows you away by how amazing it ends up being? That&#39;s LION, and if you&#39;ve been watching films for several years like me thinking you&#39;ve seen everything committed to cinema, it&#39;s a fantastic feeling to be proved wrong.Let me explain to you exactly what I experienced while watching LION: Almost half of the film is in Hindi, which lends incredible authenticity to the story, not that BS where they have actors in which English is their second language speak English for the sake of sparing the American audience from reading subtitles (I&#39;m looking at you, MEMOIRS OF A GEISHA, and every other Hollywood movie ever made). In fact, the entire first act takes place in India, where about 40 minutes of the film rides on the shoulders of a first time child actor – played by the wonderful Sunny Pawar – and it&#39;s one of the best first acts I&#39;ve seen in years. Think of it like the silent first act of Wall-E; it feels like it can be its own film, yet the filmmakers do a great job connecting the story once Dev Patel comes on screen.On top of that, the filmmaking is impressive. The script is fantastic, the cinematography is lush, the soundtrack complements the film really nicely, and the pacing is on point where it rarely feels like it&#39;s dragging, despite the story taking place over the course of 25 years. Every actor in here is also terrific in their roles. As stated earlier, Sunny Pawar makes a compelling lead for the first third of the film. If Oscars were given to kid actors, he would have a damn good chance at winning one. For the last two thirds, Dev Patel more than carries the rest of the film, giving an emotionally naked performance worthy enough to top his role in SLUMDOG MILLIONAIRE. Finally, Rooney Mara, Nicole Kidman, and David Wenham are ace, despite all of them having limited screen time.In a time where diversity is being talked about more in the film industry, LION makes a compelling case for having diversity in storytelling. It&#39;s not about a guy meeting his girlfriend&#39;s parents for the first time. It&#39;s not about a group of friends going in a cabin in the woods. It&#39;s not even about a guy/girl struggling with the death of his/her father/mother/son/daughter/dog. No, LION is a personal story unique to South Asians growing up in India, and it&#39;s refreshing and easily one of the best films the year has to offer. Don&#39;t dismiss this as yet another Oscar bait movie put out by the Weinstein Company – it probably is one. But the film is much more than that. With a distinct vision from director Garth Davis, LION offers an enthralling story that deserves to be seen by everyone."
tt3202202,132. Palm Trees in the Snow,7.3,2015,13000.0,2h 43m,,"Intense drama plenty of thrills, emotion, romance with Amor Fou and soap opera. Set in 1953 it deals with a young man Killian, Mario Casas, living in the remote mountains of Huesca, he alongside his older sibling Jacobo, Alain Hernandez, undertaking a new life, and embarking on a dangerous journey to Ecuatorial Guinea where is working their father, Emilio Gutierrez Caba, on a cacao plantation and subsequentlly taking place the troubled days of Independence and triumph by dictator Macias . Many years later, after the death her daddy, a young Spanish girl, Adriana Ugarte, finds out some unanswered questions by discovering a mysterious letter. As she searches for the answers and travels Africa on a risked trip that takes her back to Fernando Poo . Meanwhile, there takes place an Independence War with turmoil, confrontation, rebellion from African natives against the Spanish, leading to fateful consequences.Dramatic movie concerning two brothers travel from Huesca which saw them to grow up to the exotic island of Fernando Poo where takes place several thrilling events, love stories and revolutionary upheaval. It packs a magnificent camera work, high production values, luxurious design, violent images and a lot of sex scenes, including intercourse on the beach. A lavish production with a deep criticism on Spanish colonialism of the fifties by using a great number of flashbacks and flashforwards. Average acting by Mario Casas as a young who never left the far mountains of Huesca and comes to Guinea to find knowledge, pain and maturity . Adriana Ugarte Is better than him as the young woman who unfolds secrets of her ascendants. Support cast is pretty good, such as Alain Hernandez, Macarena Garcia, Daniel Grao, Berta Vazquez, , Luis Callejo, Fernando Cayo, Djedje Apali, Petra Martinez, Celso Bugallo as an adult Killian and veteran incombustible Emilio Gutierrez Caba.It displays a sensitive and stirring musical score by Lucas Vidal. It contains a brilliant and colorful cinematography by Xavi Gimenez. Shot on location in Llanos del Hospital Huesca, Bahia Solano, Colombia and Palmas de Gran Canaria. The motion picture written
by Sergio G. Sanchez was well directed by Fernando Gonzalez Molina, but being extremely overlong, almost three hours . He has made some successful films as Brain drain, 3 steps above heaven, I want you and The invisible guardian. And he directed notorious Tv series as Paco&#39;s men, The boat, Luna el misterio de Calenda and a documentary, The best day of my life. Rating 7/10. Well worth watching."
tt4214530,133. Manhattan Nocturne,,,,,,
tt0467200,134. The Other Boleyn Girl,6.7,2008,123000.0,1h 55m,PG-13,"If you want a good movie about Henry VIII and Anne Bolyen, rent Anne of the Thousand Days. That was a film that used history to tell a story about real people who had a love to change a nation. In this version of the eponymous Phillipa Gregory novel, historical inaccuracies abound. Approximately fifteen years are compressed into two hours with no indication time has gone by except for various babies. None of the characters ever change or grow any older. The characters in this movie are completely one-sided. Anne is ambitious. Henry is a womanizer. Mary is simple. No one has any complexities. The sisterly rivalry plays out like an underdeveloped soap opera. On the other hand, the film is engaging and the costumes lovely. Same with the gorgeous palace settings. Eye candy it is. Truthful or realistic it isn&#39;t."
tt1702439,135. Safe Haven,6.7,2013,119000.0,1h 55m,PG-13,"I watched Safe Haven knowing that Nicholas Sparks wrote the story, and not having read the book. This movie completely exceeded my expectations. As I write this, the tears are drying on my face. I believed the chemistry was there with the actors and the romance had a good build-up (not rushed). I like that the story was easy to follow. The actions scenes were well-directed and realistic. I like how the story incorporates action, suspense, drama, and romance, all in one. What really moved (shocked) me was the ending. It was so beautiful and I just started bawling. It was so moving. As a whole, I really enjoyed this movie."
tt0810819,136. The Danish Girl,7.1,2015,203000.0,1h 59m,R,Because of the subject matter in The Danish Girl I wasn&#39;t sure this was going to be a film that I would particularly like but I need not have have worried because I thought this was a fascinating movie that justified it&#39;s plaudits. This is the story of Danish artist Einar Wegener (Eddie Redmayne) who realised that despite being born a man he is really a woman and that woman is called Lile. Although Redmayne will quite obviously get all the praise for his role as Lile but I think the outstanding performance of this film comes from Alicia Vikander who plays his wife. As an actor she is exposed unlike Redmayne who has the make up to hide behind. Instead of being about Lile this film for me is more about the love of his wife who will do anything to make her husband happy. Even if that means losing him. in the process.
tt4924942,137. The Invisible Guardian,6.4,2017,19000.0,2h 9m,,"I recently discover thanks Netflix interesting Spanish movies like this and &quot;Contratiempo&quot;. Very good thrillers with a lot of suspanse and plot twists. In particular, this movie keeps your eyes on the screen for every minute until the final epilogue. In addition, the actress that plays Amaia is very expressive and well immersed in the role. I also like the rainy atmosphere. I recommend it!"
tt2334733,138. Madame Bovary,5.7,2014,9100.0,1h 58m,R,"First, the short summary at the top of the IMDb page COMPLETELY MISREPRESENTS the plot of the movie and novel. Madame Bovary is not simply cheating on her husband to advance her social status.Her affairs are part of a much more profound struggle for transcendence from the ordinary life in which she feels trapped. That&#39;s why the novel is a classic of modern literature. The way IMDb puts it makes it sound like a cheap Lifetime movie.Second, Mia Wasikowska is a fine actress but I&#39;ve always imagined Madame Bovary as a much more sensual woman.Third, I think Ezra Miller was terribly miscast as Leon Dupuis. Not to disparage his acting, but he&#39;s far too young and effeminate to be an object of desire for Emma Bovary.While the film was beautifully shot, it otherwise doesn&#39;t quite do justice to Flaubert. Perhaps my expectations were too high."
tt4228816,139. In Harmony,6.4,2015,841.0,1h 27m,,"Albert Dupontel of &#39;A Very Long Engagement&#39; plays Marc Guermont. He is a horse trainer and a stunt man. On one shoot he gets injured and ends up being a paraplegic. We join him as he returns from hospital and tries to put his life back together. Then his insurance representative turns up this is Florence Kernel - Cécile De France – &#39;Mesrine&#39; – and tries to get him to settle the claim. He has different ideas and soon they are having to see more of each other ostensibly to settle the case.Now to say anymore would be a plot spoiler. This is essentially the story of them both, but the backdrop of the injury and redemption is quite good if a bit &#39;seen it before&#39; in terms of the plot and structure. This then is a &#39;nice&#39; film, it will not make your top five movies of all time, but it is a good way to while away 87 minutes. In French with good sub titles and some nice horsey shots – one for fans of our Gallic neighbours."
tt3170832,140. Room,8.1,2015,467000.0,1h 58m,R,"Based on the novel of the same name by Emma Donoghue, &#39;Room&#39; is a challenging, unsettling, harrowing film, that leaves you disturbed. But that is its sheer power. The Incredible Performances only add to the film&#39;s hefty nature.&#39;Room&#39; Synopsis: After five-year-old Jack and his mother escape from the enclosed surroundings that Jack has known his entire life, the boy makes a thrilling discovery: the outside world.&#39;Room&#39; is a disturbing story about bad things that happen to good people. But its also about hope &amp; fighting back. Its shocking to see the protagonist, a child, discover the world along-with his brave mother, who survived a harrowing experience. I was engrossed &amp; often disturbed by the narrative, especially after the son &amp; mother escape. The series of events that follow are so gut-wrenching, I almost broke down.&#39;Room&#39; is masterfully penned by Emma Donoghue herself. The Writing is consistently powerful &amp; the dialogue are realistic to the core. Lenny Abrahamson&#39;s Direction is first-class. He has handled this dramatic, unsettling tale with complete flourish. Cinematography is perfectly claustrophobic. Editing is razor-crisp. Art Design is skilfully done.Performance-Wise: Brie Larson &amp; Jacob Tremblay deliver incredible performances. Brie is astounding as the tormented, yet brave protagonist, while Jacob steals the show with a flawless performance. The child does wonders &amp; makes &#39;Room&#39; unforgettable. Of the supporting cast, Joan Allen &amp; The Always Solid William H. Macy leave a solid mark.On the whole, &#39;Room&#39; is a must watch! Its certainly unsettling, but its power is undeniable."
tt1667355,141. 3096 Tage,6.5,2013,18000.0,1h 51m,,"Based on the true story of Natascha Kampusch, a girl who was kidnapped and abused for over 8 years, this film was never going to make for easy viewing. It tells the story as it is and doesn&#39;t dodge any of the emotional and physical abuse suffered by Kampusch.The relationship between Kampusch and her kidnapper and how it develops over time is one of the most interesting parts of the story and the film did a really good job at portraying this. Antonia Campbell-Hughes deserves a lot of credit for delivering a strong performance as Kampusch - it must have been a huge challenge, especially given her drastic change in appearance for the role.This is a raw and naturally disturbing film that is not for everybody. I&#39;m glad they made it though and more people are now aware of Natascha&#39;s horrific ordeal."
tt1726592,142. Before I Go to Sleep,6.3,2014,87000.0,1h 32m,R,"The premise of Before I Go to Sleep is quite a good one. A woman wakes up each day with no memory beyond her early twenties; soon she begins to realise that some dark secrets are being hidden from her. It&#39;s sort of in similar territory to Christopher Nolan&#39;s early neo-noir Memento (2000), which was also a mystery/thriller about a character with a short-term memory loss condition. Like that one, here one of the interesting angles is that the central character has no idea if their friends really are friends or actually enemies. It&#39;s true that several aspects of the storyline require you to stretch your belief somewhat; however, many thrillers are similar in this respect, so this wasn&#39;t such a deal-breaker for me. The problem I essentially had is that while the idea may be pretty intriguing, ultimately the pay-off is somewhat mediocre and conventional. Piece by piece the puzzle is slowly unravelled but it doesn&#39;t end up presenting us with a picture that is very inspired or interesting and you sort of ask yourself &#39;is that it?&#39;"
tt1599975,143. The Princess of Montpensier,6.5,2010,4400.0,2h 19m,Not Rated,"This costumer drama is set against the savage Catholic/Protestant wars that ripped France apart in the 16th century , the French Wars of Religion (1562–98) is the name given to a period of civil infighting and military operations, primarily fought between French Catholics and Protestants (Huguenots). The story takes place in the French aristocracy during the &#39;Wars of Religion&#39;, the conflict involved the factional disputes between the aristocratic houses of France, such as the House of Bourbon and House of Guise (Lorraine), and both sides received assistance from foreign sources , focusing on a young woman named Marie De Mezières (Mélanie Thierry in the title role) who falls in love for her dashing cousin Henri De Guiseis (Gaspard Ulliel) but she is forced into marriage with the well-connected nobleman Philippe De Montpensier (Grégoire Leprince-Ringuet), who she has never met , while she falls passionately in love with another man . When Philippe is called away to battle , she is taken in the care of Count Chabannes (Lambert Wilson) , an aging aristocrat , and soon later becomes involved to the sexual and political intrigues of court , including the throne heir , Duc d&#39;Anjou (Raphaël Personnaz) and Queen , Catherine of Medicis (Evelina Meghnagi).This historic drama contains romance , intrigue , swordplay , spectacular battles and wonderful outdoors . It&#39;s a sweeping and romantic historical epic with a simple message : passion destroys everything . The film packs a French all-star-cast , as it stars model turned actress , Melaney Thierry , Lambert Wilson as Comte De Chabannes , Grégoire Leprince-Ringuet as Prince De Montpensier , Gaspard Ulliel as Henri De Guise and Raphaël Personnaz as Duc D&#39;Anjou . Evocative and imaginative Original Music by Philippe Sarde . Gorgeous and luxurious Cinematography by Bruno De Keyzer . Impressive Production Design by Guy-Claude François , showing breathtaking outdoors , luxurious palaces and rousing Chateaus . The picture was well directed by Bertrand Tavernier, based on the short story by author &#39;Madame De La Fayette&#39;. Bertrand is a good French director who has been making from the 70s notorious films such as The clockmaker 1974 , The judge and the assassin 1976 , 1280 souls 1981 , A Sunday in the country 1984 , Round midnight 1986 , law 627 , Daughter&#39;s Dartagnan 1994 , Captain Conan 1995 , All starts today 1999 , Laissez-passer 2002 and In the electric mist 2009 . The flick is inspired by historical events , though predominates the passional drama . The actual deeds were the following : The long conflict involved the factional fights between the aristocratic houses of France and Catholic and Protestant ; specially St. Bartholomew&#39;s Day massacre (1572) , as the Queen Mother , Catherina of Medicis became increasingly fearful of the unchecked power wielded by Coligny and his supporters, especially as it became clear that Coligny was pursuing an alliance with the Dutch Protestant rebels. Coligny, along with many other Calvinist nobles, arrived in Paris for the wedding of the Catholic Princess Marguerite de Valois to the Protestant Henry of Navarre on August 18. On August 22, an assassin made a failed attempt on Coligny&#39;s life, shooting him in the street .Amidst fears of a Huguenot coup, the Duke of Guise and his supporters acted. In the early morning of August 24, they killed Coligny in his lodgings . Coligny&#39;s body was thrown from the window into the street, and was subsequently mutilated, castrated, dragged through the mud, thrown in the river, suspended on a gallows and burned by the Parisian crowd. For the next five days, the city erupted as Catholics massacred Calvinist men, women and children, and looted their houses, which was neither approved of nor predicted by the king. Over the next few weeks, the disorder spread to more than a dozen cities across France. Historians estimate that 2,000 Huguenots were killed in Paris and thousands more in the provinces; in all, perhaps 10,000 people were killed. Henry of Navarre and his cousin, the young Prince of Condé, managed to avoid death by agreeing to convert to Catholicism; both would repudiate their conversions once they escaped Paris.Some assert that the Edict of Nantes in 1598 concluded the wars, although a resurgence of rebellious activity following this leads some to believe the Peace of Alais in 1629 is the actual conclusion. However, the Massacre of Vassy in 1562 is agreed to begin the Wars of Religion and the Edict of Nantes at least ended this series of conflicts. During this time, complex diplomatic negotiations and agreements of peace were followed by renewed conflict and power struggles.At the conclusion of the conflict in 1598, Huguenots were granted substantial rights and freedoms by the Edict of Nantes, though it did not end hostility towards them. The wars weakened the authority of the monarchy, already fragile under the rule of Francis II and then Charles IX, though it later reaffirmed its role under Henry IV."
tt3577624,144. A Perfect Day,6.8,2015,24000.0,1h 46m,R,"Beautiful film. I would say even a masterpiece! An excellent acting game,good scenario and cinematography.Somewhere in the 90s. At the Balkans. The war in Bosnia. A group of aid workers from different countries are trying to help in the middle of a huge after war mess. Trying to do what could be done - in the present case to find a rope, which they could use for taking out corpse from the а well - the only source of fresh water for the local people. During the rope seeking they ran into a bunch of funny or dramatic (mostly both in the same time) situations, but it couldn&#39;t be otherwise at the Balkans. ;)To me &quot;A Perfect Day&quot; is a movie for little things and little actions, which lead to a big change for people.I highly recommend this movie to all fans to European cinema and to everyone who wants to see something different from all meaningless crap, which flooded us from Hollywood lately."
tt4025514,145. Suburra,7.4,2015,23000.0,2h 10m,,"Stefano Sollima Suburra is astounding and remarkable with a plot revolving around many lives and organized crime in Rome.Suburra was the name of a suburb of Ancient Rome. Many mafia families, politicians and gangsters covet for an ambitious project to be passed by the law which will fill their pocket with money and lives of their next generation will be in complete leisure. In order to achieve this goad everyone has to surpass the basic rule of humankind and go on a rampage of deceit and treachery.The screenplay and narration is top notch, it gives a motivation and development for each character. As the repercussion is going to affect many lives, the deeds of characters are well defined.Every actor has done a tremendous job as we see right emotions and expressions at the right place. The background score adds a great feel to the scenes and it flows with the emotions of the audience. The production value and technical area of the film is of high quality.Overall, it is a tale love, treachery, corruption and betrayal. Stefano Sollima has done a noteworthy direction putting several lives together and entangling them into each other.&quot;Behind every fortune there is crime&quot;-Balzac A must watch movie."
tt0959337,146. Revolutionary Road,7.3,2008,230000.0,1h 59m,R,"Having been a 50s housewife with children at home and a husband who wanted to be anywhere but there, this movie was familiar territory. How many of us in those years simply packed our dreams away for the immediate necessity of putting food on the table and paying the mortgage? Di Caprio is outstanding, as is Winslet, she having to deal with an American accent along with the tearing emotions. I didn&#39;t see that anyone picked up on the final scene, of Kathy Bates and her husband, but to me that was the whole moral of the story - here is where you will end up if you give in to what you know is not right for you. Overall, though, well done - except women in the 50s did NOT wear hats to work!!"
tt1929263,147. Heaven Is for Real,5.9,2014,29000.0,1h 39m,PG,"When it comes talking about heaven and hell, we just start ignoring the fact that they might exist. Everyone has heard about it, but nobody wants to believe in its existence. Well, I doubt myself. Sometimes, I want to believe in it but something always stops me from doing so. The movie talks about it, but it&#39;s only from a Christian&#39;s point of view. I liked the concept of the movie. They don&#39;t actually make us believe in the existence of heaven (or hell), but the good thing about the movie is that, they&#39;ve kept an effort to show how the world would react when something extraordinary happens. Whatever, the story and the concept touched my heart. It would have been better if they had gone deeper than this. They could have taken the lines of Bible or so, in order to have a factual conversations.Movie says, it&#39;s based on a true story but when there&#39;s talking about Jesus, it becomes a Christian&#39;s story, not universal. It&#39;s not a must watch movie but I would recommend it. I say, we&#39;ve always watched Sci-Fi movies when we know they are not true, why don&#39;t we give a try to some spiritual movies? For most of the people today, they would be only as true as the sci-fi. There&#39;s no any magic in the story, just some story of miracles. What if it was &#39;Your&#39; story? How would you make people believe in you encountering miracles? While the movie may not be at it best, it&#39;s not bad for a one time viewing. My rating would be 7 for the story, acting, dialogues and well, because it has some sort of influence to the society..."
tt0900387,148. Suite Française,7.0,2014,30000.0,1h 47m,Not Rated,"There&#39;s a story behind this movies existence that is as interesting as the film itself. It&#39;s disappointing to know that scenes involving the original story writers daughter (played by veteran Eileen Atkins) were deleted prior to the films release. Unfortunately, all that&#39;s left of these scenes is a montage of pages from her mothers original manuscript shown under the end credits - using these notes in this way can prove a little confusing for those unaware of the origins of these writings - as it tends to appear as if the films story was based on factual characters (while I&#39;m sure many were indeed based on very real people and for the most part the instances portrayed were founded on some terrible historical facts). The author of the original story, Irene Nemirovsky, was tragically sent to her death at the hands of the invading German army following bitter fighting during the occupation of France in 1942. Her husband, before he also was executed, gave their daughter Denise his wife&#39;s manuscripts. Denise, for emotional reasons did not read her mother&#39;s writings till an astounding 60yrs later. She eventually had them compiled into a novel that was published in 2002 - becoming an international best seller. Story rights were then sold for production as a screenplay. Denise sadly died just before the films release. To play the main protagonist producers cast Michele Williams (My week With Marilyn &#39;11) mother to the late Heath Ledgers daughter. Considering some of William&#39;s earlier roles she is nothing short of remarkable - turning in a convincingly measured performance as the repressed Lucile Angellier. This is more than a conventional wartime romantic movie as it deals realistically with the shocking impact of oppression and the devastating consequences it brings to all involved. Perhaps had the film makers paid a little less attention to the screenplays various sexual intrigues, they may have been able to treat us to those deleted scenes detailing the fascinating real life story - involving the writers daughter discovering her mothers work all those years after the event!. Director and co-screenplay writer Saul Dibb along with collaborating writer Matt Charman - join forces with director of photography Eduard Grau to create some remarkably atmospheric scenes. One well executed sequence featuring endless lines of displaced French families fleeing the relentless onslaught on foot, is a sad and dramatic sight.Those who remain in their homes are met with enforced billeting of German Officers - this brings out the worst of human nature with neighboring villagers sending notes &#39;rating&#39; on their fellow neighbor&#39;s to gain favour from the Germans - a shocking act indeed. Music plays a key role throughout the film with a romantic piano soliloquy composed by Alexandre Desplate played throughout. The exciting accompanying action score is contributed by Rael Jones. Overall this is a sincere portrait of a dreadful time in human history and while the the script may falter in several situations it&#39;s far more thoughtful than some other offerings along these lines. Performances are strong with a sterling cast of professionals working at their peak.Note: This film is remarkably similar to an earlier production, staring the great Maria Schell &quot;So Little Time&quot; &#39;52&quot; - this marvelous classic film has recently been released on DVD in England and is more than well worth locating."
tt1698641,"149. Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,2014,48000.0,1h 21m,PG,Good movie. The reason I&#39;d give this a 7 out of ten is because at the beginning it was ok nothing happening that much much but in the end all the drama came into it. There&#39;s a valuable lesson in this about that bad days can turn into good days
tt2402101,150. Dark Places,6.2,2015,49000.0,1h 53m,R,"A lot of people compare Dark Places to Gone Girl and say, book-wise, Gone Girl was the better book. I actually liked Dark Places better, so when I found out they were making it into a movie, I was of course skeptical about whether or not it&#39;d be good. I just finished watching it and was happy that my skepticism was for naught - this movie stayed true to the book. Casting was done well and the flow proved that the screenplay writers &amp; director paid attention to the original book.The book is dark, has some twists and turns and doesn&#39;t gloss over anything. Where in Gone Girl I felt like some scenes were made a little lighter for the screen, Dark Places doesn&#39;t have that issue. The sets were also very accurate - it&#39;s been YEARS since I read the book, but while watching the movie everything came back to me...the layout of the farm house, the crappy apartment Libby lived in as an adult with her collection of stolen items...all the way down to crap hole Runner was living in...This is not going to be a big blockbuster. Most people will not like it (as you can tell by the ratings) but I will tell you, if you like thrillers/mysteries with twists and turns then watch it. If you&#39;ve read the book, watch it. It&#39;s not the greatest movie ever done, but it was good enough that I felt compelled to write my first IMDb review.And even if you don&#39;t watch the movie, read the book. If you like Patterson, Demille or Clancy, you&#39;ll like Dark Places."
tt5198884,151. Benavidez's Case,5.0,2016,180.0,1h 25m,,"Interesting analogy, it would be as if we lived our profession so intensely, that he starts to talk to us, and in my case the processes making me sleepy and waking me up earlier to have a DR...
Confusion that causes us is proportional to the restlessness and curiosity that instigates us ... Poor Benavidez, or not that we would be worthy of pity, in an analogy to the world we live in, to which we want to escape with sanity, but we get more insane every day ..."
tt2463512,152. Hateship Loveship,6.1,2013,7400.0,1h 44m,R,It is difficult to believe that a character played by Kristen Wiig actually existed. I suppose it could happen. This makes the story worth watching if for no other reason other than to find out how it turns out. The acting is good
tt3316960,153. Still Alice,7.5,2014,147000.0,1h 41m,PG-13,"Still Alice is a realistic and emotional story of a woman living with Alzheimer&#39;s disease. Julianne Moore successfully shows the struggle, confusion, anger, pain and isolation of having such a disease through her incredible performance. She allows the audience to see what having Alzheimer&#39;s could possibly be like. This film also has an amazing screenplay, a screenplay that is raw and honest. There is also a great ensemble performance from the cast, featuring Alec Baldwin as the supportive and loving husband. The movie definitely makes the viewer think deeply about aspects of life such as memories, family, loss and bewilderment which are all addressed in Still Alice. See this film for a moving story, but mostly for Moore&#39;s miraculous performance. It wouldn&#39;t be a surprise if she won Best Actress in the upcoming Academy Awards."
tt2711898,154. Journal d'une femme de chambre,5.5,2015,3100.0,1h 36m,Not Rated,"Lea Seydoux stars as the titular servant who has to put up w/obnoxious &amp; lascivious overseers as she tries to maintain her sanity in the most menial of careers. Consisting of furtive looks &amp; moody zooms, Diary hearkens back to the films of the 70&#39;s that Bunuel or Truffaut may&#39;ve made but the modernity of Seydoux&#39;s casting keeps things interesting when the plot &amp; scenery start to falter towards the mundane. The plot does becomes problematic when the story ends abruptly leaving the viewer to guess what happens next but other than this narrative hiccup, a tale well told."
tt6522634,155. The Lost Brother,6.5,2017,1800.0,1h 52m,,"Well, as a puertorican I&#39;m a fan of the Latinoamerican Cinematography and while it&#39;s true there are not many +7 stars movies by year in Latin cinematography, but there&#39;s always a handful of movies that sometimes exceeds the Hollywood films with a lot of promo and a gigantic budget. These is one of those movies and the responsibility lies in one name: Leonardo Sbaraglia. Yes, the story is not 10 stars, but the performance of Sbaraglia along with the argentine badlands, the cruel way in which poverty is presented and the bizarre relationships between the characters make these movie a must-see if you&#39;re a fan of the Argentinian films like &quot;El Secreto De Sus Ojos&quot;, &quot;Relatos Salvajes&quot;, &quot;Nueve Reinas&quot; and the list goes on. It could be better, no doubt, but Sbaraglia&#39;s performance worth the time."
